"Year","Area","Street","Street 2","Strange HTML"
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield","Lower Parade, Sutton Coldfield",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield̴town̴centre","Lower Parade, Sutton Coldfield town centre",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield̴town̴Centre","Lower Parade, Sutton Coldfield town Centre",NA
2011,"Birmingham","Lower̴Parade,̴Sutton̴Coldfield.","Lower Parade, Sutton Coldfield.",NA
2011,"Birmingham","lydham̴close","lydham close",NA
2011,"Birmingham","Mill̴Street","Mill Street",NA
2011,"Birmingham","Mill̴Street,̴Sutton̴Coldfield","Mill Street, Sutton Coldfield",NA
2011,"Birmingham","moor̴hall̴hotel","moor hall hotel",NA
2011,"Birmingham","Mulberry̴Court̴Carpark,̴Kings̴Road,̴Kingstanding,̴Birmingham","Mulberry Court Carpark, Kings Road, Kingstanding, Birmingham",NA
2011,"Birmingham","newhall̴walk̴car̴park","newhall walk car park",NA
2011,"Birmingham","newhall̴walk̴car̴park","newhall walk car park",NA
2011,"Birmingham","O/S̴H/A","O/S H/A",NA
2011,"Birmingham","O/s̴Litten̴Tree","O/s Litten Tree",NA
2011,"Birmingham","O/S̴Litten̴Tree,̴S/C̴Town̴Centre","O/S Litten Tree, S/C Town Centre",NA
2011,"Birmingham","O/S̴MooMoo̴Bar,̴S/c̴Town̴Centre","O/S MooMoo Bar, S/c Town Centre",NA
2011,"Birmingham","o/s̴moomoo̴bar,̴South̴parade","o/s moomoo bar, South parade",NA
2011,"Birmingham","o/s̴retro","o/s retro",NA
2011,"Birmingham","O/S̴Retro̴,̴South̴parade","O/S Retro , South parade",NA
2011,"Birmingham","O/S̴Retros","O/S Retros",NA
2011,"Birmingham","O/S̴Royal̴Hotel,̴Lichfield̴Road","O/S Royal Hotel, Lichfield Road",NA
2011,"Birmingham","o/s̴temple̴bar","o/s temple bar",NA
2011,"Birmingham","O/S̴Temple̴Bar","O/S Temple Bar",NA
2011,"Birmingham","O/S̴Temple̴Bar,̴High̴Street","O/S Temple Bar, High Street",NA
2011,"Birmingham","O/s̴Temple̴Bar,̴Lower̴Parade̴Sutton̴Coldfield.","O/s Temple Bar, Lower Parade Sutton Coldfield.",NA
2011,"Birmingham","O/S̴Temple̴Bar,̴S/C̴Town̴Centre","O/S Temple Bar, S/C Town Centre",NA
2011,"Birmingham","o/s̴temple̴bar,̴sutton̴coldfield,̴west̴milands","o/s temple bar, sutton coldfield, west milands",NA
2011,"Birmingham","o/s̴the̴hairy̴lemon","o/s the hairy lemon",NA
2011,"Birmingham","On̴pavement̴outside̴The̴Royal̴Hotel","On pavement outside The Royal Hotel",NA
2011,"Birmingham","Ourtside̴Royal̴Pub,̴Lichfield̴Road,̴Sutton̴Coldfield","Ourtside Royal Pub, Lichfield Road, Sutton Coldfield",NA
2011,"Birmingham","outside̴Glendale̴Tower,̴Lyndhurst̴Estate","outside Glendale Tower, Lyndhurst Estate",NA
2011,"Birmingham","Outside̴Litten̴Tree̴pub,̴Birmingham̴Road,̴Sutton̴Coldfield`","Outside Litten Tree pub, Birmingham Road, Sutton Coldfield`",NA
2011,"Birmingham","Outside̴Moo̴Moo̴Club,̴Town̴Centre,̴Sutton̴Coldfield","Outside Moo Moo Club, Town Centre, Sutton Coldfield",NA
2011,"Birmingham","Outside̴Moo̴Moo̴night̴club,̴South̴Parade","Outside Moo Moo night club, South Parade",NA
2011,"Birmingham","Outside̴Temple̴Parade,̴Lower̴Parade","Outside Temple Parade, Lower Parade",NA
2011,"Birmingham","Outside̴the̴Temple̴Bar,̴Lower̴Parade,̴SC","Outside the Temple Bar, Lower Parade, SC",NA
2011,"Birmingham","PARADE̴.̴SUTTON̴COLDFIELD","PARADE . SUTTON COLDFIELD",NA
2011,"Birmingham","parade̴SC","parade SC",NA
2011,"Birmingham","parade̴sutton̴coldfield","parade sutton coldfield",NA
2011,"Birmingham","parade̴sutton̴coldfield","parade sutton coldfield",NA
2011,"Birmingham","PARADE̴SUTTON̴COLDFIELD","PARADE SUTTON COLDFIELD",NA
2011,"Birmingham","parade̴sutton̴town","parade sutton town",NA
2011,"Birmingham","Parade,̴Sutton̴Coldfield","Parade, Sutton Coldfield",NA
2011,"Birmingham","Parade,̴Sutton̴Coldfield","Parade, Sutton Coldfield",NA
2011,"Birmingham","Parade,̴Sutton̴Town̴Centre","Parade, Sutton Town Centre",NA
2011,"Birmingham","Parkeston̴Crescent,̴Kinsgatnding,̴B'ham","Parkeston Crescent, Kinsgatnding, B'ham",NA
2011,"Birmingham","PLANTS̴GROVE̴ERDINGTON","PLANTS GROVE ERDINGTON",NA
2011,"Birmingham","Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham","Pype Hayes Road, Pype Hayes, B'ham",NA
2011,"Birmingham","Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham","Pype Hayes Road, Pype Hayes, B'ham",NA
2011,"Birmingham","Pype̴Hayes̴Road,̴Pype̴Hayes,̴B'ham","Pype Hayes Road, Pype Hayes, B'ham",NA
2011,"Birmingham","queen̴street","queen street",NA
2011,"Birmingham","queen̴street","queen street",NA
2011,"Birmingham","queen̴street","queen street",NA
2011,"Birmingham","queen̴street","queen street",NA
2011,"Birmingham","Queen̴Street̴Sutton̴Coldfield̴Town̴centre","Queen Street Sutton Coldfield Town centre",NA
2011,"Birmingham","Queslett̴Road̴East","Queslett Road East",NA
2011,"Birmingham","REDACRE̴RD̴BOLDMERE","REDACRE RD BOLDMERE",NA
2011,"Birmingham","RESERVOIR̴ROAD","RESERVOIR ROAD",NA
2011,"Birmingham","Ridgeway","Ridgeway",NA
2011,"Birmingham","Slade̴Road,̴Erdington,̴B'ham","Slade Road, Erdington, B'ham",NA
2011,"Birmingham","Slade̴Road,̴Erdington,̴B'ham","Slade Road, Erdington, B'ham",NA
2011,"Birmingham","Soth̴parade,̴Sutton̴Coldfield","Soth parade, Sutton Coldfield",NA
2011,"Birmingham","Soth̴parade,̴Sutton̴Coldfield","Soth parade, Sutton Coldfield",NA
2011,"Birmingham","south̴parade","south parade",NA
2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE",NA
2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","SOUTH̴PARADE","SOUTH PARADE",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","south̴parade","south parade",NA
2011,"Birmingham","south̴parade","south parade",NA
2011,"Birmingham","South̴Parade","South Parade",NA
2011,"Birmingham","South̴Parade̴�����̴town̴centre,̴Sutton̴Coldfield","South Parade ����� town centre, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade̴Sutton̴Coldfield","South Parade Sutton Coldfield",NA
2011,"Birmingham","South̴parade̴Sutton̴Coldfield","South parade Sutton Coldfield",NA
2011,"Birmingham","South̴Parade̴Sutton̴Town̴centre","South Parade Sutton Town centre",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴parade,̴Sutton̴Coldfield","South parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴parade,̴Sutton̴Coldfield","South parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴parade,̴Sutton̴Coldfield","South parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴Parade,̴Sutton̴Coldfield","South Parade, Sutton Coldfield",NA
2011,"Birmingham","South̴parade,̴Sutton̴Coldfield","South parade, Sutton Coldfield",NA
2011,"Birmingham","South̴parade,̴Sutton̴Town̴Centre","South parade, Sutton Town Centre",NA
2011,"Birmingham","South̴Parade,̴Town̴Centre,̴Sutton̴Coldfield","South Parade, Town Centre, Sutton Coldfield",NA
2011,"Birmingham","STORNAWAY̴ROAD̴CASTLE̴VALE","STORNAWAY ROAD CASTLE VALE",NA
2011,"Birmingham","STREETLEY̴ROAD̴ERDINGTON","STREETLEY ROAD ERDINGTON",NA
2011,"Birmingham","sumburgh̴croft","sumburgh croft",NA
2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre",NA
2011,"Birmingham","Sutton̴Coldfield̴Town̴Centre","Sutton Coldfield Town Centre",NA
2011,"Birmingham","Sutton̴New̴Road","Sutton New Road",NA
2011,"Birmingham","Sutton̴New̴Road̴Erdington","Sutton New Road Erdington",NA
2011,"Birmingham","SUTTON̴NEW̴ROAD̴ERDINGTON","SUTTON NEW ROAD ERDINGTON",NA
2011,"Birmingham","SUTTON̴NEW̴ROAD̴ERDINGTON","SUTTON NEW ROAD ERDINGTON",NA
2011,"Birmingham","Sutton̴New̴Road,̴Erdington,̴B'ham","Sutton New Road, Erdington, B'ham",NA
2011,"Birmingham","Sutton̴Parade","Sutton Parade",NA
2011,"Birmingham","SUTTON̴PARADE","SUTTON PARADE",NA
2011,"Birmingham","Sutton̴Parade","Sutton Parade",NA
2011,"Birmingham","Sutton̴Town̴centre","Sutton Town centre",NA
2011,"Birmingham","sutton̴town̴centre","sutton town centre",NA
2011,"Birmingham","sutton̴town̴centre","sutton town centre",NA
2011,"Birmingham","sutton̴town̴centre","sutton town centre",NA
2011,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre",NA
2011,"Birmingham","tedbury̴crescent","tedbury crescent",NA
2011,"Birmingham","Tesco's̴Express,̴Walsall̴Road,̴Four̴Oaks,̴Sutton̴Coldfield","Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade","The Parade",NA
2011,"Birmingham","The̴Parade","The Parade",NA
2011,"Birmingham","The̴Parade","The Parade",NA
2011,"Birmingham","the̴parade̴sutton","the parade sutton",NA
2011,"Birmingham","THE̴PARADE̴SUTTON̴COLDFIELD","THE PARADE SUTTON COLDFIELD",NA
2011,"Birmingham","The̴Parade,̴Birmingham̴Road,̴Sutton̴Coldfield","The Parade, Birmingham Road, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Coldfield","The Parade, Sutton Coldfield",NA
2011,"Birmingham","The̴Parade,̴Sutton̴Town̴Centre","The Parade, Sutton Town Centre",NA
2011,"Birmingham","the̴parade....","the parade....",NA
2011,"Birmingham","THE̴RIDGEWAY","THE RIDGEWAY",NA
2011,"Birmingham","The̴Ridgeway","The Ridgeway",NA
2011,"Birmingham","The̴Ridgeway","The Ridgeway",NA
2011,"Birmingham","The̴Swan̴PH","The Swan PH",NA
2011,"Birmingham","turnhouse̴road","turnhouse road",NA
2011,"Birmingham","Upper̴Holland̴Road","Upper Holland Road",NA
2011,"Birmingham","Victoria̴Rd","Victoria Rd",NA
2011,"Birmingham","Victoria̴Rd","Victoria Rd",NA
2011,"Birmingham","victoria̴rd","victoria rd",NA
2011,"Birmingham","Walsh̴Drive,̴Walmley,̴Sutton̴Coldfield","Walsh Drive, Walmley, Sutton Coldfield",NA
2011,"Birmingham","Warren̴Farm̴Rd","Warren Farm Rd",NA
2011,"Birmingham","Warren̴Farm̴Road","Warren Farm Road",NA
2011,"Birmingham","whitehouse̴common̴rd","whitehouse common rd",NA
2011,"Birmingham","wilton̴Rd","wilton Rd",NA
2011,"Birmingham","Windsor̴House,̴Jarvis̴Road,̴Erdington","Windsor House, Jarvis Road, Erdington",NA
2011,"Birmingham","Witton̴Lodge̴Road","Witton Lodge Road",NA
2011,"Birmingham","Witton̴lodge̴Road,̴erdington","Witton lodge Road, erdington",NA
2011,"Birmingham","York̴Road","York Road",NA
2011,"Birmingham","Abdon̴Ave","Abdon Ave",NA
2011,"Birmingham","Alcester̴Road̴South","Alcester Road South",NA
2011,"Birmingham","alvechurch̴rd","alvechurch rd",NA
2011,"Birmingham","arden̴road","arden road",NA
2011,"Birmingham","ardencote̴froad","ardencote froad",NA
2011,"Birmingham","Ashley̴Close","Ashley Close",NA
2011,"Birmingham","balti̴spice̴Bristol̴rd̴South","balti spice Bristol rd South",NA
2011,"Birmingham","Barnes̴Hill","Barnes Hill",NA
2011,"Birmingham","Barrow̴House","Barrow House",NA
2011,"Birmingham","Bell̴Street","Bell Street",NA
2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street",NA
2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street",NA
2011,"Birmingham","Birmingham̴New̴Street","Birmingham New Street",NA
2011,"Birmingham","Birmingham̴Street,̴Oldbury","Birmingham Street, Oldbury",NA
2011,"Birmingham","Blandford̴Road","Blandford Road",NA
2011,"Birmingham","Bournbrook̴Road","Bournbrook Road",NA
2011,"Birmingham","Bournville̴Front̴Office","Bournville Front Office",NA
2011,"Birmingham","bournville̴front̴office","bournville front office",NA
2011,"Birmingham","bournville̴lane","bournville lane",NA
2011,"Birmingham","Bournville̴Lane","Bournville Lane",NA
2011,"Birmingham","Bournville̴lane̴front̴office","Bournville lane front office",NA
2011,"Birmingham","bowling̴green̴road","bowling green road",NA
2011,"Birmingham","Bristol̴Rd","Bristol Rd",NA
2011,"Birmingham","bristol̴rd","bristol rd",NA
2011,"Birmingham","bristol̴rd","bristol rd",NA
2011,"Birmingham","bristol̴rd","bristol rd",NA
2011,"Birmingham","bristol̴rd̴selly̴oak","bristol rd selly oak",NA
2011,"Birmingham","bristol̴rd̴south","bristol rd south",NA
2011,"Birmingham","bristol̴rd̴south","bristol rd south",NA
2011,"Birmingham","bristol̴rd̴sth","bristol rd sth",NA
2011,"Birmingham","Bristol̴Rd,̴Northfield","Bristol Rd, Northfield",NA
2011,"Birmingham","Bristol̴Rd,̴Selly̴Oak","Bristol Rd, Selly Oak",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","bristol̴road","bristol road",NA
2011,"Birmingham","Bristol̴Road","Bristol Road",NA
2011,"Birmingham","Bristol̴Road̴Northfield","Bristol Road Northfield",NA
2011,"Birmingham","bristol̴road̴selly̴oak","bristol road selly oak",NA
2011,"Birmingham","Bristol̴Road̴selly̴Oak","Bristol Road selly Oak",NA
2011,"Birmingham","bristol̴road̴selly̴oak","bristol road selly oak",NA
2011,"Birmingham","Bristol̴Road̴South,̴Northfield","Bristol Road South, Northfield",NA
2011,"Birmingham","Bristol̴Road̴South,̴Selly̴Oak","Bristol Road South, Selly Oak",NA
2011,"Birmingham","Bristol̴Road,̴Selly̴Oak","Bristol Road, Selly Oak",NA
2011,"Birmingham","Bristol̴Road,̴Selly̴Oak","Bristol Road, Selly Oak",NA
2011,"Birmingham","Bristol̴Road,̴Selly̴Oak","Bristol Road, Selly Oak",NA
2011,"Birmingham","broad̴street","broad street",NA
2011,"Birmingham","broad̴street","broad street",NA
2011,"Birmingham","broad̴street","broad street",NA
2011,"Birmingham","Broad̴Street,̴City̴Centre","Broad Street, City Centre",NA
2011,"Birmingham","Broad̴Street,̴City̴Centre","Broad Street, City Centre",NA
2011,"Birmingham","Brook̴lane","Brook lane",NA
2011,"Birmingham","bunburry̴road","bunburry road",NA
2011,"Birmingham","bunburry̴road","bunburry road",NA
2011,"Birmingham","Burnhill̴Grove̴,Weoley̴Castle̴,Birmingham.","Burnhill Grove ,Weoley Castle ,Birmingham.",NA
2011,"Birmingham","Car̴Park̴of̴Bournville̴lane̴P/Stn","Car Park of Bournville lane P/Stn",NA
2011,"Birmingham","chinbrook̴road,̴billsley","chinbrook road, billsley",NA
2011,"Birmingham","church̴hill̴nortthfield","church hill nortthfield",NA
2011,"Birmingham","Church̴Road","Church Road",NA
2011,"Birmingham","Compton̴Road,̴Cradley̴Heath","Compton Road, Cradley Heath",NA
2011,"Birmingham","Costcutters,̴Ardern̴Road","Costcutters, Ardern Road",NA
2011,"Birmingham","dawberry̴road","dawberry road",NA
2011,"Birmingham","Dawlish̴Road","Dawlish Road",NA
2011,"Birmingham","dingle̴club","dingle club",NA
2011,"Birmingham","doddington̴road","doddington road",NA
2011,"Birmingham","Dog̴Kennel̴Lane","Dog Kennel Lane",NA
2011,"Birmingham","dog̴pool̴lane","dog pool lane",NA
2011,"Birmingham","downfield̴drive","downfield drive",NA
2011,"Birmingham","Dudley̴bus̴station","Dudley bus station",NA
2011,"Birmingham","Dwellings̴Lane","Dwellings Lane",NA
2011,"Birmingham","EAFO","EAFO",NA
2011,"Birmingham","Edgbaston̴Cricket̴Ground","Edgbaston Cricket Ground",NA
2011,"Birmingham","edgbaston̴park̴road","edgbaston park road",NA
2011,"Birmingham","Exeter̴Rd̴/̴Hubert̴Rd","Exeter Rd / Hubert Rd",NA
2011,"Birmingham","fordhouse̴lane","fordhouse lane",NA
2011,"Birmingham","Four̴ACres̴,Quinton.","Four ACres ,Quinton.",NA
2011,"Birmingham","Frogmill̴Road,̴Frankley","Frogmill Road, Frankley",NA
2011,"Birmingham","genners̴lane","genners lane",NA
2011,"Birmingham","Glastonbury̴Road","Glastonbury Road",NA
2011,"Birmingham","great̴park̴rubery","great park rubery",NA
2011,"Birmingham","Griffins̴Brook̴Lane","Griffins Brook Lane",NA
2011,"Birmingham","Grosvenor̴Shopping̴Centre","Grosvenor Shopping Centre",NA
2011,"Birmingham","hagley̴Road","hagley Road",NA
2011,"Birmingham","hagley̴road","hagley road",NA
2011,"Birmingham","hagley̴road","hagley road",NA
2011,"Birmingham","Hagley̴Road","Hagley Road",NA
2011,"Birmingham","hagley̴road","hagley road",NA
2011,"Birmingham","Hagley̴Road","Hagley Road",NA
2011,"Birmingham","Hagley̴Road","Hagley Road",NA
2011,"Birmingham","Hagley̴Road","Hagley Road",NA
2011,"Birmingham","Hagley̴Road","Hagley Road",NA
2011,"Birmingham","Hagley̴Road,̴Edgbaston","Hagley Road, Edgbaston",NA
2011,"Birmingham","Hagley̴Road,̴Eedgbaston","Hagley Road, Eedgbaston",NA
2011,"Birmingham","Harborne̴Cricket̴club","Harborne Cricket club",NA
2011,"Birmingham","Harborne̴high̴st","Harborne high st",NA
2011,"Birmingham","Harborne̴High̴Street","Harborne High Street",NA
2011,"Birmingham","Harborne̴High̴Street","Harborne High Street",NA
2011,"Birmingham","Harborne̴High̴street","Harborne High street",NA
2011,"Birmingham","Harborne̴Park̴Road","Harborne Park Road",NA
2011,"Birmingham","Harborne̴Police̴Station","Harborne Police Station",NA
2011,"Birmingham","Harbourne̴cricket̴club","Harbourne cricket club",NA
2011,"Birmingham","Hawkesley̴End","Hawkesley End",NA
2011,"Birmingham","Hawkesley̴Square","Hawkesley Square",NA
2011,"Birmingham","Hazelwell̴Street","Hazelwell Street",NA
2011,"Birmingham","heathmill̴lane̴digbeth","heathmill lane digbeth",NA
2011,"Birmingham","herons̴wood","herons wood",NA
2011,"Birmingham","High̴St","High St",NA
2011,"Birmingham","High̴St̴Harborne","High St Harborne",NA
2011,"Birmingham","high̴st̴harborne","high st harborne",NA
2011,"Birmingham","high̴st̴northfield","high st northfield",NA
2011,"Birmingham","High̴Street̴harborne","High Street harborne",NA
2011,"Birmingham","High̴Street̴Harborne","High Street Harborne",NA
2011,"Birmingham","high̴street̴harborne","high street harborne",NA
2011,"Birmingham","high̴street̴harborne","high street harborne",NA
2011,"Birmingham","high̴street̴harbourne","high street harbourne",NA
2011,"Birmingham","High̴Street,̴Harborne","High Street, Harborne",NA
2011,"Birmingham","High̴Street,̴Harborne","High Street, Harborne",NA
2011,"Birmingham","Highfdield̴Lane","Highfdield Lane",NA
2011,"Birmingham","highfield̴lane","highfield lane",NA
2011,"Birmingham","Highfield̴Lane,̴Quinton","Highfield Lane, Quinton",NA
2011,"Birmingham","Hoggs̴Lane,̴Northfield","Hoggs Lane, Northfield",NA
2011,"Birmingham","Hollybank̴Road","Hollybank Road",NA
2011,"Birmingham","Holywood̴Bowl,̴Rubery","Holywood Bowl, Rubery",NA
2011,"Birmingham","Home̴address","Home address",NA
2011,"Birmingham","Honnington̴Crescent,̴Northfield","Honnington Crescent, Northfield",NA
